tile,tp,fp,fn,tn,iou,precision,recall,f1
chimanimani_s2_1223.h5,457,460,993,14474,0.2393,0.4984,0.3152,0.3861
chimanimani_s2_126.h5,214,1400,45,14725,0.1290,0.1326,0.8263,0.2285
chimanimani_s2_1295.h5,30,0,1444,14910,0.0204,1.0000,0.0204,0.0399
chimanimani_s2_1295.h5,647,1416,26,14295,0.3097,0.3136,0.9614,0.4730
chimanimani_s2_1264.h5,132,991,447,14814,0.0841,0.1175,0.2280,0.1551
chimanimani_s2_1041.h5,576,915,518,14375,0.2867,0.3863,0.5265,0.4456
chimanimani_s2_1264.h5,0,1431,0,14953,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,54,1166,262,14902,0.0364,0.0443,0.1709,0.0703
chimanimani_s2_1222.h5,8,1409,15,14952,0.0056,0.0056,0.3478,0.0111
chimanimani_s2_1222.h5,23,1055,367,14939,0.0159,0.0213,0.0590,0.0313
chimanimani_s2_1264.h5,533,737,675,14439,0.2740,0.4197,0.4412,0.4302
chimanimani_s2_126.h5,30,469,940,14945,0.0208,0.0601,0.0309,0.0408
chimanimani_s2_1264.h5,266,653,755,14710,0.1589,0.2894,0.2605,0.2742
chimanimani_s2_126.h5,258,1376,16,14734,0.1564,0.1579,0.9416,0.2704
chimanimani_s2_1222.h5,452,3,1384,14545,0.2458,0.9934,0.2462,0.3946
chimanimani_s2_1222.h5,141,500,886,14857,0.0923,0.2200,0.1373,0.1691
chimanimani_s2_1019.h5,47,1243,129,14965,0.0331,0.0364,0.2670,0.0641
chimanimani_s2_126.h5,207,1342,29,14806,0.1312,0.1336,0.8771,0.2319
chimanimani_s2_1264.h5,73,1357,10,14944,0.0507,0.0510,0.8795,0.0965
chimanimani_s2_1223.h5,71,318,1044,14951,0.0495,0.1825,0.0637,0.0944
chimanimani_s2_1019.h5,192,130,1224,14838,0.1242,0.5963,0.1356,0.2209
chimanimani_s2_1222.h5,333,539,807,14705,0.1983,0.3819,0.2921,0.3310
chimanimani_s2_1390.h5,205,15,1329,14835,0.1323,0.9318,0.1336,0.2338
chimanimani_s2_1295.h5,1096,1115,220,13953,0.4508,0.4957,0.8328,0.6215
chimanimani_s2_1019.h5,482,705,630,14567,0.2653,0.4061,0.4335,0.4193
chimanimani_s2_1390.h5,281,1280,52,14771,0.1742,0.1800,0.8438,0.2967
chimanimani_s2_1295.h5,356,395,935,14698,0.2112,0.4740,0.2758,0.3487
chimanimani_s2_1041.h5,1425,765,562,13632,0.5178,0.6507,0.7172,0.6823
chimanimani_s2_1222.h5,0,1325,0,15059,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,247,179,1135,14823,0.1582,0.5798,0.1787,0.2732
chimanimani_s2_1264.h5,10,1300,12,15062,0.0076,0.0076,0.4545,0.0150
chimanimani_s2_1390.h5,0,1302,5,15077,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,141,1175,125,14943,0.0978,0.1071,0.5301,0.1783
chimanimani_s2_126.h5,51,1170,121,15042,0.0380,0.0418,0.2965,0.0732
chimanimani_s2_1019.h5,45,1279,11,15049,0.0337,0.0340,0.8036,0.0652
chimanimani_s2_1295.h5,6,0,1286,15092,0.0046,1.0000,0.0046,0.0092
chimanimani_s2_126.h5,293,135,1141,14815,0.1867,0.6846,0.2043,0.3147
chimanimani_s2_1390.h5,29,1232,37,15086,0.0223,0.0230,0.4394,0.0437
chimanimani_s2_1295.h5,127,25,1243,14989,0.0910,0.8355,0.0927,0.1669
chimanimani_s2_1295.h5,99,1193,69,15023,0.0727,0.0766,0.5893,0.1356
chimanimani_s2_1223.h5,547,1059,178,14600,0.3066,0.3406,0.7545,0.4693
chimanimani_s2_1223.h5,200,976,257,14951,0.1396,0.1701,0.4376,0.2449
chimanimani_s2_1041.h5,90,0,1225,15069,0.0684,1.0000,0.0684,0.1281
chimanimani_s2_1223.h5,0,0,1220,15164,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,354,359,852,14819,0.2262,0.4965,0.2935,0.3689
chimanimani_s2_1390.h5,0,1039,170,15175,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,1434,467,736,13747,0.5438,0.7543,0.6608,0.7045
chimanimani_s2_1019.h5,504,885,315,14680,0.2958,0.3629,0.6154,0.4565
chimanimani_s2_1223.h5,161,1097,101,15025,0.1185,0.1280,0.6145,0.2118
chimanimani_s2_1019.h5,112,1087,110,15075,0.0856,0.0934,0.5045,0.1576
chimanimani_s2_1390.h5,466,428,769,14721,0.2802,0.5213,0.3773,0.4378
chimanimani_s2_1223.h5,75,932,265,15112,0.0590,0.0745,0.2206,0.1114
chimanimani_s2_1041.h5,115,0,1194,15075,0.0879,1.0000,0.0879,0.1615
chimanimani_s2_1223.h5,176,924,258,15026,0.1296,0.1600,0.4055,0.2295
chimanimani_s2_126.h5,616,562,620,14586,0.3426,0.5229,0.4984,0.5104
chimanimani_s2_1019.h5,622,1168,12,14582,0.3452,0.3475,0.9811,0.5132
chimanimani_s2_1223.h5,381,6,1170,14827,0.2447,0.9845,0.2456,0.3932
chimanimani_s2_1295.h5,0,1164,7,15213,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,1172,10,1159,14043,0.5006,0.9915,0.5028,0.6672
chimanimani_s2_1295.h5,1497,1005,163,13719,0.5617,0.5983,0.9018,0.7194
chimanimani_s2_1390.h5,306,172,984,14922,0.2093,0.6402,0.2372,0.3462
chimanimani_s2_1223.h5,0,1153,0,15231,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,1368,372,767,13877,0.5457,0.7862,0.6407,0.7061
chimanimani_s2_1390.h5,303,887,247,14947,0.2109,0.2546,0.5509,0.3483
chimanimani_s2_1041.h5,0,1117,0,15267,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,2829,717,396,12442,0.7177,0.7978,0.8772,0.8356
chimanimani_s2_1019.h5,34,982,125,15243,0.0298,0.0335,0.2138,0.0579
chimanimani_s2_1295.h5,248,932,173,15031,0.1833,0.2102,0.5891,0.3098
chimanimani_s2_1264.h5,157,0,1105,15122,0.1244,1.0000,0.1244,0.2213
chimanimani_s2_1019.h5,0,1098,6,15280,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,425,612,481,14866,0.2800,0.4098,0.4691,0.4375
chimanimani_s2_1019.h5,0,1021,71,15292,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,354,236,851,14943,0.2457,0.6000,0.2938,0.3944
chimanimani_s2_126.h5,114,508,573,15189,0.0954,0.1833,0.1659,0.1742
chimanimani_s2_1222.h5,151,672,403,15158,0.1232,0.1835,0.2726,0.2193
chimanimani_s2_1295.h5,719,146,925,14594,0.4017,0.8312,0.4373,0.5731
chimanimani_s2_1041.h5,9,1044,26,15305,0.0083,0.0085,0.2571,0.0165
chimanimani_s2_1295.h5,0,1008,61,15315,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,79,674,395,15236,0.0688,0.1049,0.1667,0.1288
chimanimani_s2_1223.h5,285,904,157,15038,0.2117,0.2397,0.6448,0.3495
chimanimani_s2_1295.h5,29,28,1032,15295,0.0266,0.5088,0.0273,0.0519
chimanimani_s2_1222.h5,65,828,224,15267,0.0582,0.0728,0.2249,0.1100
chimanimani_s2_1264.h5,0,1025,0,15359,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,390,681,337,14976,0.2770,0.3641,0.5365,0.4338
chimanimani_s2_1295.h5,35,971,34,15344,0.0337,0.0348,0.5072,0.0651
chimanimani_s2_1264.h5,2,1002,0,15380,0.0020,0.0020,1.0000,0.0040
chimanimani_s2_1222.h5,4,912,89,15379,0.0040,0.0044,0.0430,0.0079
chimanimani_s2_126.h5,106,969,27,15282,0.0962,0.0986,0.7970,0.1755
chimanimani_s2_1295.h5,141,331,663,15249,0.1242,0.2987,0.1754,0.2210
chimanimani_s2_1295.h5,863,495,493,14533,0.4662,0.6355,0.6364,0.6360
chimanimani_s2_1264.h5,19,689,298,15378,0.0189,0.0268,0.0599,0.0371
chimanimani_s2_1223.h5,33,718,250,15383,0.0330,0.0439,0.1166,0.0638
chimanimani_s2_1295.h5,112,754,214,15304,0.1037,0.1293,0.3436,0.1879
chimanimani_s2_1019.h5,124,0,960,15300,0.1144,1.0000,0.1144,0.2053
chimanimani_s2_1041.h5,352,685,272,15075,0.2689,0.3394,0.5641,0.4238
chimanimani_s2_1390.h5,157,267,690,15270,0.1409,0.3703,0.1854,0.2470
chimanimani_s2_1264.h5,39,447,504,15394,0.0394,0.0802,0.0718,0.0758
chimanimani_s2_1041.h5,427,560,386,15011,0.3110,0.4326,0.5252,0.4744
chimanimani_s2_1295.h5,233,12,932,15207,0.1980,0.9510,0.2000,0.3305
chimanimani_s2_1041.h5,138,922,16,15308,0.1283,0.1302,0.8961,0.2273
chimanimani_s2_1264.h5,65,0,937,15382,0.0649,1.0000,0.0649,0.1218
chimanimani_s2_1390.h5,141,851,83,15309,0.1312,0.1421,0.6295,0.2319
chimanimani_s2_1223.h5,0,803,129,15452,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,583,299,626,14876,0.3866,0.6610,0.4822,0.5576
chimanimani_s2_1222.h5,0,912,9,15463,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,50,785,136,15413,0.0515,0.0599,0.2688,0.0979
chimanimani_s2_1390.h5,17,292,618,15457,0.0183,0.0550,0.0268,0.0360
chimanimani_s2_1019.h5,202,205,702,15275,0.1821,0.4963,0.2235,0.3082
chimanimani_s2_1019.h5,109,888,17,15370,0.1075,0.1093,0.8651,0.1941
chimanimani_s2_1222.h5,0,869,36,15479,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,902,0,15482,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,900,0,15484,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,151,614,282,15337,0.1442,0.1974,0.3487,0.2521
chimanimani_s2_1295.h5,70,335,559,15420,0.0726,0.1728,0.1113,0.1354
chimanimani_s2_1019.h5,309,0,877,15198,0.2605,1.0000,0.2605,0.4134
chimanimani_s2_1222.h5,210,567,306,15301,0.1939,0.2703,0.4070,0.3248
chimanimani_s2_1390.h5,367,343,526,15148,0.2969,0.5169,0.4110,0.4579
chimanimani_s2_1390.h5,462,9,860,15053,0.3471,0.9809,0.3495,0.5153
chimanimani_s2_1041.h5,0,0,868,15516,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,58,491,374,15461,0.0628,0.1056,0.1343,0.1182
chimanimani_s2_1264.h5,0,864,0,15520,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,93,847,14,15430,0.0975,0.0989,0.8692,0.1777
chimanimani_s2_1295.h5,12,0,860,15512,0.0138,1.0000,0.0138,0.0271
chimanimani_s2_1041.h5,145,15,842,15382,0.1447,0.9062,0.1469,0.2528
chimanimani_s2_126.h5,26,461,393,15504,0.0295,0.0534,0.0621,0.0574
chimanimani_s2_1019.h5,13,818,36,15517,0.0150,0.0156,0.2653,0.0295
chimanimani_s2_1019.h5,704,491,362,14827,0.4522,0.5891,0.6604,0.6227
chimanimani_s2_1041.h5,87,609,242,15446,0.0928,0.1250,0.2644,0.1698
chimanimani_s2_1390.h5,463,12,839,15070,0.3524,0.9747,0.3556,0.5211
chimanimani_s2_1041.h5,0,848,0,15536,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,616,226,15542,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,176,20,813,15375,0.1744,0.8980,0.1780,0.2970
chimanimani_s2_1041.h5,163,453,371,15397,0.1651,0.2646,0.3052,0.2835
chimanimani_s2_1041.h5,450,818,4,15112,0.3538,0.3549,0.9912,0.5226
chimanimani_s2_1019.h5,29,489,333,15533,0.0341,0.0560,0.0801,0.0659
chimanimani_s2_1041.h5,51,0,815,15518,0.0589,1.0000,0.0589,0.1112
chimanimani_s2_1222.h5,2940,41,770,12633,0.7838,0.9862,0.7925,0.8788
chimanimani_s2_1041.h5,92,97,713,15482,0.1020,0.4868,0.1143,0.1851
chimanimani_s2_126.h5,204,10,796,15374,0.2020,0.9533,0.2040,0.3361
chimanimani_s2_126.h5,297,419,380,15288,0.2710,0.4148,0.4387,0.4264
chimanimani_s2_1222.h5,62,8,784,15530,0.0726,0.8857,0.0733,0.1354
chimanimani_s2_126.h5,111,61,730,15482,0.1231,0.6453,0.1320,0.2192
chimanimani_s2_1041.h5,41,14,773,15556,0.0495,0.7455,0.0504,0.0944
chimanimani_s2_1390.h5,371,133,646,15234,0.3226,0.7361,0.3648,0.4878
chimanimani_s2_1390.h5,15,769,9,15591,0.0189,0.0191,0.6250,0.0371
chimanimani_s2_1264.h5,100,651,126,15507,0.1140,0.1332,0.4425,0.2047
chimanimani_s2_1019.h5,3,767,7,15607,0.0039,0.0039,0.3000,0.0077
chimanimani_s2_1223.h5,60,645,122,15557,0.0726,0.0851,0.3297,0.1353
chimanimani_s2_1222.h5,81,145,620,15538,0.0957,0.3584,0.1155,0.1748
chimanimani_s2_1295.h5,88,0,765,15531,0.1032,1.0000,0.1032,0.1870
chimanimani_s2_1041.h5,0,6,756,15622,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,34,544,215,15591,0.0429,0.0588,0.1365,0.0822
chimanimani_s2_1223.h5,329,251,506,15298,0.3029,0.5672,0.3940,0.4650
chimanimani_s2_1223.h5,77,588,169,15550,0.0923,0.1158,0.3130,0.1690
chimanimani_s2_1223.h5,83,196,559,15546,0.0990,0.2975,0.1293,0.1802
chimanimani_s2_1019.h5,25,727,26,15606,0.0321,0.0332,0.4902,0.0623
chimanimani_s2_1041.h5,138,0,753,15493,0.1549,1.0000,0.1549,0.2682
chimanimani_s2_1223.h5,49,0,750,15585,0.0613,1.0000,0.0613,0.1156
chimanimani_s2_1390.h5,93,555,189,15547,0.1111,0.1435,0.3298,0.2000
chimanimani_s2_1264.h5,61,630,112,15581,0.0760,0.0883,0.3526,0.1412
chimanimani_s2_1264.h5,17,0,740,15627,0.0225,1.0000,0.0225,0.0439
chimanimani_s2_1264.h5,47,253,485,15599,0.0599,0.1567,0.0883,0.1130
chimanimani_s2_126.h5,245,20,718,15401,0.2492,0.9245,0.2544,0.3990
chimanimani_s2_1390.h5,397,606,131,15250,0.3501,0.3958,0.7519,0.5186
chimanimani_s2_1222.h5,0,574,161,15649,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,84,471,260,15569,0.1031,0.1514,0.2442,0.1869
chimanimani_s2_1223.h5,244,383,348,15409,0.2503,0.3892,0.4122,0.4003
chimanimani_s2_1019.h5,1229,120,606,14429,0.6286,0.9110,0.6698,0.7720
chimanimani_s2_1019.h5,0,719,0,15665,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,154,630,87,15513,0.1768,0.1964,0.6390,0.3005
chimanimani_s2_126.h5,0,661,55,15668,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,714,0,15670,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,713,0,15671,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,713,0,15671,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,301,127,583,15373,0.2977,0.7033,0.3405,0.4588
chimanimani_s2_1390.h5,25,699,5,15655,0.0343,0.0345,0.8333,0.0663
chimanimani_s2_126.h5,384,348,354,15298,0.3536,0.5246,0.5203,0.5224
chimanimani_s2_1222.h5,150,0,701,15533,0.1763,1.0000,0.1763,0.2997
chimanimani_s2_1223.h5,0,101,599,15684,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,344,489,208,15343,0.3305,0.4130,0.6232,0.4968
chimanimani_s2_126.h5,248,161,536,15439,0.2624,0.6064,0.3163,0.4158
chimanimani_s2_1295.h5,725,354,341,14964,0.5106,0.6719,0.6801,0.6760
chimanimani_s2_1264.h5,0,647,48,15689,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,104,358,334,15588,0.1307,0.2251,0.2374,0.2311
chimanimani_s2_1264.h5,655,572,120,15037,0.4863,0.5338,0.8452,0.6543
chimanimani_s2_126.h5,25,617,71,15671,0.0351,0.0389,0.2604,0.0678
chimanimani_s2_1390.h5,53,478,207,15646,0.0718,0.0998,0.2038,0.1340
chimanimani_s2_1019.h5,34,16,664,15670,0.0476,0.6800,0.0487,0.0909
chimanimani_s2_1041.h5,45,2,672,15665,0.0626,0.9574,0.0628,0.1178
chimanimani_s2_1264.h5,115,127,545,15597,0.1461,0.4752,0.1742,0.2550
chimanimani_s2_126.h5,23,394,276,15691,0.0332,0.0552,0.0769,0.0642
chimanimani_s2_1223.h5,0,669,0,15715,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,421,456,212,15295,0.3866,0.4800,0.6651,0.5576
chimanimani_s2_1223.h5,59,34,622,15669,0.0825,0.6344,0.0866,0.1525
chimanimani_s2_1019.h5,0,646,9,15729,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,108,400,248,15628,0.1429,0.2126,0.3034,0.2500
chimanimani_s2_1264.h5,161,496,152,15575,0.1990,0.2451,0.5144,0.3320
chimanimani_s2_1223.h5,246,105,525,15508,0.2808,0.7009,0.3191,0.4385
chimanimani_s2_1223.h5,245,204,423,15512,0.2810,0.5457,0.3668,0.4387
chimanimani_s2_1019.h5,49,623,4,15708,0.0725,0.0729,0.9245,0.1352
chimanimani_s2_1019.h5,82,197,429,15676,0.1158,0.2939,0.1605,0.2076
chimanimani_s2_126.h5,19,503,122,15740,0.0295,0.0364,0.1348,0.0573
chimanimani_s2_1019.h5,2,562,62,15758,0.0032,0.0035,0.0312,0.0064
chimanimani_s2_1041.h5,231,498,125,15530,0.2705,0.3169,0.6489,0.4258
chimanimani_s2_1223.h5,58,469,154,15703,0.0852,0.1101,0.2736,0.1570
chimanimani_s2_1041.h5,6,0,622,15756,0.0096,1.0000,0.0096,0.0189
chimanimani_s2_126.h5,36,2,620,15726,0.0547,0.9474,0.0549,0.1037
chimanimani_s2_1223.h5,0,165,454,15765,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,618,0,15766,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,608,9,15767,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,26,0,615,15743,0.0406,1.0000,0.0406,0.0780
chimanimani_s2_126.h5,87,12,603,15682,0.1239,0.8788,0.1261,0.2205
chimanimani_s2_1222.h5,0,0,613,15771,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,36,610,2,15736,0.0556,0.0557,0.9474,0.1053
chimanimani_s2_1019.h5,189,26,583,15586,0.2368,0.8791,0.2448,0.3830
chimanimani_s2_1390.h5,33,366,243,15742,0.0514,0.0827,0.1196,0.0978
chimanimani_s2_1041.h5,27,3,605,15749,0.0425,0.9000,0.0427,0.0816
chimanimani_s2_1041.h5,20,466,139,15759,0.0320,0.0412,0.1258,0.0620
chimanimani_s2_126.h5,59,72,530,15723,0.0893,0.4504,0.1002,0.1639
chimanimani_s2_1019.h5,99,15,586,15684,0.1414,0.8684,0.1445,0.2478
chimanimani_s2_1019.h5,36,0,600,15748,0.0566,1.0000,0.0566,0.1071
chimanimani_s2_1019.h5,414,173,424,15373,0.4095,0.7053,0.4940,0.5811
chimanimani_s2_1222.h5,19,530,65,15770,0.0309,0.0346,0.2262,0.0600
chimanimani_s2_1222.h5,59,581,13,15731,0.0904,0.0922,0.8194,0.1657
chimanimani_s2_1264.h5,206,337,251,15590,0.2594,0.3794,0.4508,0.4120
chimanimani_s2_1295.h5,110,198,390,15686,0.1576,0.3571,0.2200,0.2723
chimanimani_s2_1222.h5,0,498,89,15797,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,585,15799,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,584,0,15800,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,52,399,185,15748,0.0818,0.1153,0.2194,0.1512
chimanimani_s2_1295.h5,38,392,188,15766,0.0615,0.0884,0.1681,0.1159
chimanimani_s2_126.h5,33,516,63,15772,0.0539,0.0601,0.3437,0.1023
chimanimani_s2_1264.h5,227,164,412,15581,0.2827,0.5806,0.3552,0.4408
chimanimani_s2_1264.h5,399,74,499,15412,0.4105,0.8436,0.4443,0.5821
chimanimani_s2_1295.h5,0,526,45,15813,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,39,0,569,15776,0.0641,1.0000,0.0641,0.1206
chimanimani_s2_1223.h5,118,419,150,15697,0.1718,0.2197,0.4403,0.2932
chimanimani_s2_126.h5,110,54,510,15710,0.1632,0.6707,0.1774,0.2806
chimanimani_s2_1223.h5,102,0,562,15720,0.1536,1.0000,0.1536,0.2663
chimanimani_s2_1390.h5,0,547,15,15822,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,22,0,554,15808,0.0382,1.0000,0.0382,0.0736
chimanimani_s2_1295.h5,0,0,552,15832,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,20,0,550,15814,0.0351,1.0000,0.0351,0.0678
chimanimani_s2_126.h5,564,135,412,15273,0.5077,0.8069,0.5779,0.6734
chimanimani_s2_1223.h5,335,469,78,15502,0.3798,0.4167,0.8111,0.5505
chimanimani_s2_1390.h5,0,545,0,15839,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,13,115,418,15838,0.0238,0.1016,0.0302,0.0465
chimanimani_s2_1041.h5,9,0,531,15844,0.0167,1.0000,0.0167,0.0328
chimanimani_s2_1019.h5,0,529,0,15855,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,158,327,201,15698,0.2303,0.3258,0.4401,0.3744
chimanimani_s2_1295.h5,87,492,34,15771,0.1419,0.1503,0.7190,0.2486
chimanimani_s2_1041.h5,0,12,513,15859,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,262,310,213,15599,0.3338,0.4580,0.5516,0.5005
chimanimani_s2_1222.h5,27,469,53,15835,0.0492,0.0544,0.3375,0.0937
chimanimani_s2_1223.h5,325,15,507,15537,0.3837,0.9559,0.3906,0.5546
chimanimani_s2_1295.h5,0,0,521,15863,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,58,237,283,15806,0.1003,0.1966,0.1701,0.1824
chimanimani_s2_1222.h5,175,118,402,15689,0.2518,0.5973,0.3033,0.4023
chimanimani_s2_1264.h5,179,197,321,15687,0.2568,0.4761,0.3580,0.4087
chimanimani_s2_1222.h5,49,27,486,15822,0.0872,0.6447,0.0916,0.1604
chimanimani_s2_1019.h5,79,27,486,15792,0.1334,0.7453,0.1398,0.2355
chimanimani_s2_1041.h5,30,37,474,15843,0.0555,0.4478,0.0595,0.1051
chimanimani_s2_1390.h5,5,507,2,15870,0.0097,0.0098,0.7143,0.0193
chimanimani_s2_1041.h5,22,157,349,15856,0.0417,0.1229,0.0593,0.0800
chimanimani_s2_1222.h5,0,505,0,15879,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,171,412,84,15717,0.2564,0.2933,0.6706,0.4081
chimanimani_s2_1264.h5,30,88,408,15858,0.0570,0.2542,0.0685,0.1079
chimanimani_s2_1390.h5,0,418,77,15889,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,490,0,15894,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,4,0,490,15890,0.0081,1.0000,0.0081,0.0161
chimanimani_s2_126.h5,45,113,376,15850,0.0843,0.2848,0.1069,0.1554
chimanimani_s2_1041.h5,0,487,0,15897,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,485,0,15899,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,484,0,15900,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,50,283,199,15852,0.0940,0.1502,0.2008,0.1718
chimanimani_s2_1295.h5,85,429,52,15818,0.1502,0.1654,0.6204,0.2611
chimanimani_s2_1223.h5,186,356,125,15717,0.2789,0.3432,0.5981,0.4361
chimanimani_s2_1222.h5,0,0,481,15903,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,321,159,15904,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,295,69,410,15610,0.3811,0.8104,0.4184,0.5519
chimanimani_s2_1295.h5,347,94,383,15560,0.4211,0.7868,0.4753,0.5927
chimanimani_s2_1390.h5,36,0,475,15873,0.0705,1.0000,0.0705,0.1316
chimanimani_s2_1295.h5,0,379,94,15911,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,63,0,469,15852,0.1184,1.0000,0.1184,0.2118
chimanimani_s2_1390.h5,0,466,0,15918,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,460,5,15919,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,316,448,17,15603,0.4046,0.4136,0.9489,0.5761
chimanimani_s2_1223.h5,23,32,432,15897,0.0472,0.4182,0.0505,0.0902
chimanimani_s2_1019.h5,67,0,460,15857,0.1271,1.0000,0.1271,0.2256
chimanimani_s2_1019.h5,62,2,454,15866,0.1197,0.9687,0.1202,0.2138
chimanimani_s2_126.h5,21,0,455,15908,0.0441,1.0000,0.0441,0.0845
chimanimani_s2_1222.h5,45,1,452,15886,0.0904,0.9783,0.0905,0.1657
chimanimani_s2_126.h5,221,0,453,15710,0.3279,1.0000,0.3279,0.4939
chimanimani_s2_1264.h5,205,374,77,15728,0.3125,0.3541,0.7270,0.4762
chimanimani_s2_1390.h5,35,21,429,15899,0.0722,0.6250,0.0754,0.1346
chimanimani_s2_1295.h5,0,0,446,15938,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,22,0,446,15916,0.0470,1.0000,0.0470,0.0898
chimanimani_s2_1390.h5,0,380,65,15939,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,9,0,444,15931,0.0199,1.0000,0.0199,0.0390
chimanimani_s2_1041.h5,182,13,431,15758,0.2907,0.9333,0.2969,0.4505
chimanimani_s2_1041.h5,212,5,437,15730,0.3242,0.9770,0.3267,0.4896
chimanimani_s2_1222.h5,52,117,317,15898,0.1070,0.3077,0.1409,0.1933
chimanimani_s2_1264.h5,93,112,322,15857,0.1765,0.4537,0.2241,0.3000
chimanimani_s2_1041.h5,0,425,0,15959,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,425,0,15959,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,423,0,15961,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,34,210,213,15927,0.0744,0.1393,0.1377,0.1385
chimanimani_s2_126.h5,8,384,38,15954,0.0186,0.0204,0.1739,0.0365
chimanimani_s2_1295.h5,0,75,347,15962,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,121,199,222,15842,0.2232,0.3781,0.3528,0.3650
chimanimani_s2_1019.h5,25,378,42,15939,0.0562,0.0620,0.3731,0.1064
chimanimani_s2_126.h5,3,399,21,15961,0.0071,0.0075,0.1250,0.0141
chimanimani_s2_1390.h5,11,33,384,15956,0.0257,0.2500,0.0278,0.0501
chimanimani_s2_1264.h5,0,26,389,15969,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,411,0,15973,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,408,15976,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,22,39,366,15957,0.0515,0.3607,0.0567,0.0980
